2021-06-06 16:20:24,b'Such a good thing \xf0\x9f\x98\x8d\xf0\x9f\x98\x83\xf0\x9f\x91\x8f https://t.co/2rhJNFRYYK',b'Abhishe64072479',"b'Maharashtra, India'"
2021-06-06 16:20:24,b'sometimes I sjust stay and think about how great of a lyricist is namjoon. he is so good with words and expressing emotions',b'soloionna',b'multi but big hit based'
2021-06-06 16:20:24,"b'@RLJNetwork Eh, Farley year one wont be that good'",b'moke00204962',b''
2021-06-06 16:20:24,"b""@AtheistsL He manifests in literally every facet of life. Nothing good would exist without him. It's akin to the wi\xe2\x80\xa6 https://t.co/9PD8IjfZ9T""",b'Ulysses12910921',b''
2021-06-06 16:20:24,b'Matthew Chun comment under his own video \xf0\x9f\x98\x8c\xf0\x9f\x92\x9c\n\nTae always sharing &amp; putting the spotlight on talented artists who nee\xe2\x80\xa6 https://t.co/YTWNzaNilv',b'Lovly_mochitwin',b''
2021-06-06 16:20:24,b'Good morning everyone!',b'Superdj64',"b'Mississippi, USA'"
2021-06-06 16:20:24,b'@taeswifeyfr @SakshmaSr Better than bad is not good',b'Estefan76270304',b''
2021-06-06 16:20:24,b'@downbadpizzarat Good morning',b'Adrian43582017',b''
2021-06-06 16:20:24,"b""Good luck to everyone taking part in this week's @TheoPaphitis #SBS!\n\nhttps://t.co/ToPhrzULYL\n#SmallBiz #CraftBizParty""",b'FabFudge_UK',"b'Bristol, England - #SBS Winners'"
2021-06-06 16:20:24,b'@MerlinofCanada @greenrose351 That\xe2\x80\x99s good news. Thx. Encouraging.',b'marnie1616',b'Unceded land Kwantlen / Katzie'
2021-06-06 16:20:24,b'@EdHazrad Good just needs more time to become elite he\xe2\x80\x99s talented for sure',b'ssatuurn',b'Ur heart'
2021-06-06 16:20:24,b'i still find it weird how sm is not considering to debut taeyong as a solo artist like his songs are really good',b'renallure',b'carrd byf'
2021-06-06 16:20:24,b'At that age when waking up with no hangover is more fun than going out and drinking. And I\xe2\x80\x99m good with that.',b'daddyRjD',b''
2021-06-06 16:20:24,b'@taesxiao literally same like so much and at the same time nothing has happened aint been good tho lmfao',b'mooncafes',b'theythem ?\xc2\xbf chris \xc2\xa1! carrd byf'
2021-06-06 16:20:24,"b'@EBPositiveRana @QEBNA Surprisingly, it didn\xe2\x80\x99t annoy you when former EB footballers were either insulted or EB\xe2\x80\x99s fo\xe2\x80\xa6 https://t.co/7tQVe9HpR0'",b'WarriorJaded',b''
2021-06-06 16:20:24,b'jack grealish is really good at football.',b'KurtLaduma',b'IG: @kurtbuckerfield'
2021-06-06 16:20:24,"b'I don\xe2\x80\x99t watch Netflix. I don\xe2\x80\x99t have an Instagram or a Facebook. I exercise daily, don\xe2\x80\x99t read as much as I should bu\xe2\x80\xa6 https://t.co/IuT7TKcyqn'",b'CryptoLos151',b'\xf0\x9f\x8f\x9d'
2021-06-06 16:20:23,b'@TeamDudu_02 You\xe2\x80\x99re being purposefully obtuse. You defend Higua\xc3\xadn even tho you know he\xe2\x80\x99s not a big game player. Eve\xe2\x80\xa6 https://t.co/ChWDwph44R',b'CulturaDeMessi',b'Worldwide'
2021-06-06 16:20:23,b'happiness looks good on them :) https://t.co/4OqLLgUr1D',b'raikhrrr',b'she/her \xe2\x80\xa2 AH19 '
2021-06-06 16:20:23,b'Good afternoon @HammieHamburger Have a great day .',b'Lancethegreat81',"b'Florida, USA'"
2021-06-06 16:20:23,b'@Shubham97959957 @SilkLifeMedSpa Hahahaha. The kool aid must be good',b'SmellsBadInHere',b'This Island Earth'
2021-06-06 16:20:23,b'hi good morning /:',b'httpjes_',b'Bryce \xe2\x99\xa1'
2021-06-06 16:20:23,b'@2xong @Marcusnd2 @xanieys the deluxe was good but the actual album was \xf0\x9f\x92\xa9',b'LetTheGirIsSIay',b'cancun '
2021-06-06 16:20:23,b'This is crazy good \xf0\x9f\x98\xae https://t.co/Hn1kynujft',b'RevELLEution',"b'Newcastle, United Kingdom'"
2021-06-06 16:20:23,b'@nickssmp 17 but it was not good',b'feralslvt',b'she/they 20'
2021-06-06 16:20:23,b'his red hair looked so good I miss it https://t.co/wOL0qfWN8m',b'dlwlrmasjennie',b'jieun jennie joy mino \xe2\x9d\xa4'
2021-06-06 16:20:23,"b'@jess_minecraft_ Omg yes ! It will be worth it, honestly it looks so good so far! Can\xe2\x80\x99t wait to see more !! \xf0\x9f\xa4\x99\xf0\x9f\x98\x81'",b'duckdanger0',b''
2021-06-06 16:20:23,b'@SamsoniteRR Good choice',b'__Raaaj',b'India'
2021-06-06 16:20:23,"b'Tell em eat the cookie cause it\xe2\x80\x99s good for him. And when he eat the cookie, he got good form.'",b'KidWeirdo_',b''
2021-06-06 16:20:23,"b'Ultra close up of our boiled peanuts before we toss them to distribute all that good olive oil, cheese, and parsley\xe2\x80\xa6 https://t.co/7dxAFYboF6'",b'the_tarasque',"b'Oxford, MS'"
2021-06-06 16:20:23,"b'@nwaoma007 @MrAkalezi @JackAltrade007 Yes, my point. I have made a personal decision to always send kudos when I se\xe2\x80\xa6 https://t.co/4JzutHJDb5'",b'mekakema',"b'Lagos, Nigeria '"
2021-06-06 16:20:23,"b'@RuLooking4This2 @RichardMcCrackn @cryptorecruitr @RealNoaty Yep, the first days of anything are the ""Good Ole Days\xe2\x80\xa6 https://t.co/2YcsbdvEqv'",b'danieljeromeayd',"b'Charlotte, NC'"
2021-06-06 16:20:23,b'@lindseywillia20 @MatthewDamante @MrAndyNgo Good point. My defense would be that the \xe2\x80\x98Broken Windows theory\xe2\x80\x99 seems\xe2\x80\xa6 https://t.co/ttkOB00ki9',b'seanmart',b''
2021-06-06 16:20:23,b'@LinearAO3 I kinda liked the \xe2\x80\x9cpoppy seeds mixed in\xe2\x80\x9d look but I bet they taste great either way. Would they be good\xe2\x80\xa6 https://t.co/ZTzTHrxOP2',b'salty_hyena',b''
2021-06-06 16:20:23,b'@Kool_Hop Good',b'damdenden',b''
2021-06-06 16:20:23,b'@NJTechBaseball Good luck. #Arkansas is behind you!!!',b'MotownMan34',"b'Arkansas, USA'"
2021-06-06 16:20:23,b'@kitesva This is a very good tweet',b'caustic_agent',"b'Oakland, CA'"
2021-06-06 16:20:23,"b""@Bashfull_Berry i'm good too!! thank you so much!!! \xf0\x9f\xa5\xb0""",b'KuranAurora',b'Belguim'
2021-06-06 16:20:23,b'Moville Daze got him good https://t.co/4nmdRxEMua',b'_perrcyy',"b'Des Moines, IA'"
2021-06-06 16:20:23,"b""Hey everyone!\n(Falcons fans, cover your ears)\n\nIt's a good morning""",b'paggawoot',"b'Charlotte, NC'"
2021-06-06 16:20:22,b'@orbitswap Good project\n\n@Asadull53081344 \n@AmirHam61791643 \n@rouf84113572 \n\n$PLAN #Orbitswap #MultiDefiProtocol #Airdrop #BSC #BSCGEM',b'JahidHa55396538',b''
2021-06-06 16:20:22,b'@qtcheetah it\xe2\x80\x99s gonna be a good one',b'thewallywaffles',b'Yes'
2021-06-06 16:20:22,"b'@Not_Happening7 yes i do! my favorites are sukhumvit swimming, geppeto, good good, and why'",b'ootloon',b'cbyf'
2021-06-06 16:20:22,b'Only watch @netflix\xe2\x80\x99s new 2 Hearts movie if you need a good cry. Currently sobbing.',b'jennfagan',b''
2021-06-06 16:20:22,"b'@YidsEnd Beautiful mate,chicken,lamb n beef,with a couple of my 5 a day on there for good measure \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb'",b'scottiej1972',b'Norf Larndan'
2021-06-06 16:20:22,b'good night. sleep well.',b'woodzzup_',b'+62 ; \xea\x9c\xb1\xca\x9c\xe1\xb4\x87/\xca\x9c\xe1\xb4\x87\xca\x80'
2021-06-06 16:20:22,"b""@jwihanie Woah okie glad to hear that you love it hahaha. GO SLEEP RN lil Enerjihan, no i'm not sleep at all. You c\xe2\x80\xa6 https://t.co/n4NHQVScxH""",b'jisungparkq',"b'selective.\nNSA ft BIL, SM-ile'"
2021-06-06 16:20:22,b'Good season Gamecocks you disappointing bunch of suckers',b'JTBarnesFanAcct',"b'South Carolina, USA'"
2021-06-06 16:20:22,b'@ndtv What parents to allow their child to participate in vaccine trails? The risk outweighs any possible benifit t\xe2\x80\xa6 https://t.co/1d3sv52OJ4',b'yeswanth_p',"b'Hyderabad, India'"
2021-06-06 16:20:22,b'@TrianglesnChill @WilliamAston He is working for the hedgies hence how his previous timestamps were so close. If hi\xe2\x80\xa6 https://t.co/nTmgiXz2b3',b'DanPinckard',b'Isle of Man'
2021-06-06 16:20:22,b'Excellent Article!  Good to Great!! Go Grey Ghosts!! https://t.co/6U3ZLHoipM',b'ladygreyghostvb',"b'Chillicothe, IL'"
2021-06-06 16:20:22,b'@fcbnilebagged Laporta is cancelled if he doesn\xe2\x80\x99t buy a good CB',b'messithoughts',b'\xf0\x9f\x87\xb8\xf0\x9f\x87\xaa'
2021-06-06 16:20:22,b'them: are you good ?\n\nme: yep \n*replays these* https://t.co/uQRwYSoCi7',b'kaicore_',b'with your mom '
2021-06-06 16:20:22,b'@krystalrodz90 Very good night',b'SirajSd10',"b'Andhra Pradesh, India'"
2021-06-06 16:20:22,b'@SkySportsNews Good on those booing against politicization of football. \xf0\x9f\x91\x8d https://t.co/J7vao84Rww',b'will_south70',"b'Great Britain, England, UK.'"
2021-06-06 16:20:22,b'@HorrorGirlProbs The devil made me feel like I was a good man.\n\nWhat?',b'seeksboston26mi',"b'Denver, CO'"
2021-06-06 16:20:22,b'GOOD MORNING TO MEEEE https://t.co/hqKvJ1MEud',b'versacejks',b'mary/19'
2021-06-06 16:20:22,b'Deadass I started watching it and while I must say it\xe2\x80\x99s very good I hate to stop 20 minutes in because that shits t\xe2\x80\xa6 https://t.co/aQkb37UYh1',b'darin_fields18',b''
2021-06-06 16:20:22,b'@News18UP Good work',b'Laxmi66118878',b''
2021-06-06 16:20:22,b'My favourite for the final day! Would be amazing to see an amateur win it. Good luck Megha! #USOpen #Olympic #LPGA\xe2\x80\xa6 https://t.co/eaDiuYNKv7',b'BJenner_31',"b'Edmonton, Alberta'"
2021-06-06 16:20:22,"b'\xf0\x9f\x8c\xb9. There will come a time in your life, every now and then, where you have been robbed of all consolations, and tha\xe2\x80\xa6 https://t.co/3HztdJIWSV'",b'OUTLAW_PRIME',b'NEW \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb'
2021-06-06 16:20:22,b'@tubbotwtgames we good',b'spadeia',b'she/her | 16'
2021-06-06 16:20:22,b'just finished @SGWContracts insanely good game on deadeye difficulty | so much fun | while goin for 100% by doin th\xe2\x80\xa6 https://t.co/qDz9dwSOoL',b'itsKARTAL',"b'Memmingen, Bayern'"
2021-06-06 16:20:22,b'miku expo made me super emotional (in a good way) and now i have a huge interest in vocaloid again',b'michirukaiohs',b'\xf0\x9f\x90\x9f pink/she/mew \xe2\x80\xa2 17'
2021-06-06 16:20:21,b'@DreamSkchrz WHY IS THAT SO GOOD HELLO',b'ashleynotfound',b'she/her 18 '
2021-06-06 16:20:21,b'good night!! \xf0\x9f\x92\x9a\xf0\x9f\x8d\x80',b'loiszxs',b'ph \xf0\x9f\x87\xb5\xf0\x9f\x87\xad'
2021-06-06 16:20:21,"b'Am good in all tiling work such as ceramic tiles,glazy, marble ETC here is my number (+2348061539945) https://t.co/vAB9nNfG0B'",b'Johnadeniyi18',"b'Jos, Nigeria'"
2021-06-06 16:20:21,b'@athleteswalk @TheHowitzer9000 @telfordk @CTVNews You trust the only women you have been exposed to and that clearl\xe2\x80\xa6 https://t.co/mX7u0v6jrR',b'ShaunaBoyle',b'Alberta'
2021-06-06 16:20:21,"b'@doolsetbangtan also, YES throw that lemon back at life &gt;:) sending u good energies!!'",b'vsoftforbts',b'she/her \xe2\x80\xa2 21'
2021-06-06 16:20:21,b'Special good afternoon to Mathew Barzal',b'Cy_deGromSZN',"b'New York, USA'"
2021-06-06 16:20:21,b'@TheoUTD01 nah mate he\xe2\x80\x99s so good',b'ffsabooddd',b''
2021-06-06 16:20:21,b'@Gondola_Turkiye @gondola_finance good luck\n\n@darayanti11 @heri47610725 @wiwinn93534386 \n\n0x485873D5294E8fB9CD20BAe43552a193B078312a',b'Heri33713433',b''
2021-06-06 16:20:21,"b'@vinilnd @ForTheCOLTure Because those 2 and 4, and 6 draft picks gave a .0001 chance of being as good as Jones.  I\xe2\x80\xa6 https://t.co/YyQA2aNjkC'",b'mikaelhaggard',"b'Illinois, USA'"
2021-06-06 16:20:21,b'@Keoghs_Crack yes it was good to see dylan yesterday do you speak to george on twitter dose he follow you mate if s\xe2\x80\xa6 https://t.co/MAmkeoAqsy',b'SarahHo88314703',b''
2021-06-06 16:20:21,b'@yourmot79581361 good job',b'kreamyassballs',b''
2021-06-06 16:20:21,b'@kittynouveau Oh good',b'captain_narava',b''
2021-06-06 16:20:21,b'@DeyBeOnANigga_ This a good one too!!',b'Thisizperry',b'Louisiana'
2021-06-06 16:20:21,"b""After a long time 'The Intern' was one movie as crisp &amp; fresh like a californian sunshine. \n\nGreat story, tends to\xe2\x80\xa6 https://t.co/C7Sctj22aA""",b'AkhilWriter',b'COSMOS'
2021-06-06 16:20:21,b'I mean yeah good entertainment etc but ultimately he\xe2\x80\x99s right. https://t.co/YKuFgeAJy1',b'SargentBobo',b'N5'
2021-06-06 16:20:21,b'@BadBradRSR BOREFEST \xe2\x80\x9821\nBe there or make actual good use of your time......',b'JMcnumbers',b'Lost In Space'
2021-06-06 16:20:21,b'@NadirCarlsonWI Good morning \xe2\x98\x80\xef\xb8\x8f',b'ChrisWaltonMKE',"b'Milwaukee, WI'"
2021-06-06 16:20:21,b'@hibeeduo Good morning! :D',b'Ashnot_here',b'They/Them + Neos \xf0\x9f\x92\x9c'
2021-06-06 16:20:21,"b""@lilywatsonloves What a gorgeous website you have.  Good luck with the self-publishing - I'll watch with interest!""",b'BritAuthor',b'London-ish'
2021-06-06 16:20:21,b'@supremofordi YO ITS SO GOOD also the instrumental one AHAHHAA lobby music but its sooo good',b'kxthnielarchive',b'525 \xf0\x9f\x8e\x9e'
2021-06-06 16:20:21,b'good night everyone! \xf0\x9f\x92\x9a',b'seunghoeshair',b'she/her '
2021-06-06 16:20:21,b'i get so anxious whenever someone knocks the door now bc we dont rlly talk to our neighbors and last time we had pp\xe2\x80\xa6 https://t.co/GMB2bNFVj5',b'poisonhonk',b'honk/\xf0\x9f\x8d\x84/bee/xe/they/he'
2021-06-06 16:20:20,b'Our source hints: more to be spent on youth work if austerity  slowed. Good news for the fight for prosperity #benefits',b'end2UKpoverty',b''
2021-06-06 16:20:20,b'@RyanaltNicc sounds good',b'hiett_nate',b''
2021-06-06 16:20:20,b'hey sapnap how\xe2\x80\x99s ur day been :D \xe2\x80\x94 i just woke up but it\xe2\x80\x99s p good :DD dreams tweets made me rly happy https://t.co/2WjW0018LG',b'quackityselytra',b'It Xe Void \xf0\x9f\x97\xaf ic _obbbi'
2021-06-06 16:20:20,b'@GachaQueenn That\xe2\x80\x99s good to hear and know I got covid in December and I thought I was alone as well',b'RealSoulspirit8',b'United States'
2021-06-06 16:20:20,b'@TheBiasGiantFan @EyesSet2Kill27 @irish_titans @KevinByard You\xe2\x80\x99re being a hater . Janoris was pretty good for us la\xe2\x80\xa6 https://t.co/hs4kUhuCAv',b'shondon21',b''
2021-06-06 16:20:20,"b'@Idontgivefxck I hope you find a good home for it though, seriously. Someone who will treat it right!'",b'ManiacalV',"b'Cleveland, OH'"
2021-06-06 16:20:20,"b""@CMOMaharashtra Good decision, but still need to be very careful, take all precautions, but don't get afraid""",b'DineshP97721581',b''
2021-06-06 16:20:20,b'@JamieAnnMason Good morning my beautiful friend \xf0\x9f\x92\x9e',b'jjnitzh',"b'Detroit, MI'"
2021-06-06 16:20:20,"b'@StirMixxalot Agreed. Good, for a part 3.'",b'MzFrancesFX',"b'Chicago, IL'"
2021-06-06 16:20:20,b'are any of these good? https://t.co/lpe24ic3e1',b'NATL0VEB0T',b'saloni luvr'
2021-06-06 16:20:20,b'@SCARLETTNATALlA Good morning have a wanda-ful day &lt;3',b'ioveenat',b''
2021-06-06 16:20:20,b'@Flower_valley_ @SoulfulHema @lostone_lost Good Night All \xf0\x9f\x92\xa4\xf0\x9f\x98\xb4\xf0\x9f\x8c\x99',b'AjayGup23206330',b''
2021-06-06 16:20:20,b'@mrcoaster1 Looks like fun and good exercise too',b'DUAs25',b'New York'
2021-06-06 16:20:20,b'@PIXELGL0SS u sound saur good',b'dead4ali',b'20'
2021-06-06 16:20:20,b'@neby_nebs MINE IS A GOOD LIST THO some people have a list that\xe2\x80\x99s 4 pages long \xf0\x9f\x98\xad',b'02XYA',b'espanja'
2021-06-06 16:20:20,b'@clementmaosa Hi comment u look so good\xf0\x9f\x98\x8d cute',b'betty_sehole',b''
2021-06-06 16:20:20,b'Rose is so good \xe2\x99\xa5\xef\xb8\x8f\xe2\x99\xa5\xef\xb8\x8f\xe2\x99\xa5\xef\xb8\x8f\xf0\x9f\x8c\xb9',b'meyroseanne',b''
2021-06-06 16:20:20,b'@ameiro_toro Goodnight Toro-chan\nHave a good rest and sweetdream \xf0\x9f\xa4\x97',b'FrostXHunter',b''
2021-06-06 16:20:20,b'Good night hey Minnie \xf0\x9f\xa7\xa1\n\n\xc2\xa9\xef\xb8\x8f https://t.co/LWRittiZ7J',b'aaaa2986',b''
2021-06-06 16:20:20,b'Barella - Jorginho - Veratti midfield is just disgusting (in a good way) if you think about it',b'cherrykokkiri',b'\xf0\x9f\x87\xb8\xf0\x9f\x87\xac'
2021-06-06 16:20:20,"b'Had a great time camping. Was pretty rustic, no showers and only porta potties. Pachauge State Forest. Got some coo\xe2\x80\xa6 https://t.co/Roy0EdtX8Q'",b'WetDog86',b'Massachusetts '
2021-06-06 16:20:20,b'@SarahGarlits Sounds good enjoy your Sunday Sarah \xf0\x9f\x92\x9c\xf0\x9f\xa4\x97\xe2\x9d\xa4\xf0\x9f\xa4\x97',b'sblow2009',b'crawfordsville indiana'
2021-06-06 16:20:20,b'@kkomiigyu good night nina ilyt sleep well and sweet dreams too ! &lt;3',b'sooberriee',b'SHE!HER'
2021-06-06 16:20:20,"b""@_Etibaby There's this guy/company here. Very good at what they do. Tryijg to remember their name.""",b'johnolisa_art',b'Lagos /Owerri '
2021-06-06 16:20:19,"b""LISTEN &amp; SHARE EPISODE 8. IT'S GOOD.\nThis is our 8th episode. In this episode, we will discuss:\nI DE-CLARE WAR \nCor\xe2\x80\xa6 https://t.co/q0KekqutIJ""",b'TomthunkitsMind',b'In Your Mind Now'
2021-06-06 16:20:19,"b""@GurdeepPandher Meta's laugh is infectious. Looks like everyone had a good time!""",b'autocrosser',b''
2021-06-06 16:20:19,b'\xe2\x9d\x84\xef\xb8\x8fWell... I feel like you sort of... picked the wrong person to ask... I don\xe2\x80\x99t think I\xe2\x80\x99m really all that good at talking to people either...',b'Ninian_txt',b'run by inigo_txt/ephraim_txt'
2021-06-06 16:20:19,b'@GregAbbott_TX This is good for America.  May it be the start of wider adoption and development of Blockchain to bo\xe2\x80\xa6 https://t.co/Nwv3WQedtO',b'cryptostacker11',b''
2021-06-06 16:20:19,b'These are good https://t.co/bHEDBPcJAw',b'niyahsorare',"b'West Palm Beach, FL'"
2021-06-06 16:20:19,b'@KTRTRS #AskKTR what are the strategies about jus started cast based politics? BC people are started thinking diffe\xe2\x80\xa6 https://t.co/zHGXqywvkw',b'chilactronics',b'India'
2021-06-06 16:20:19,b'@smarimc It reads as too good to be true\xe2\x80\xa6',b'whvholst',b'Rotterdam'
2021-06-06 16:20:19,b'Good day \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe',b'_TaranMitchell',"b'Baltimore, MD'"
2021-06-06 16:20:19,b'It\xe2\x80\x99s well documented that gays love a good peace sign #gaybourlicious https://t.co/3xMFVU7Qnx',b'killingcosima',b'24 | \xe2\x99\x89\xef\xb8\x8f | \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 | \xf0\x9f\x87\xb0\xf0\x9f\x87\xb7 (soon!)'
2021-06-06 16:20:19,"b'@finelinevnyl you literally could !@/&amp; i bet you would love my aunt, shes so nice, has the cutest dogs and has good\xe2\x80\xa6 https://t.co/Rw2FPMvpbl'",b'CANYONMO0N94',b'hayley approved '
2021-06-06 16:20:19,b'@sweetysubha6 @actorvijay Good night \xe2\x9d\xa4\xef\xb8\x8f',b'Thalapathy2k1',b'\xe1\xb4\x9b\xca\x9c\xe1\xb4\x80\xca\x9f\xe1\xb4\x80\xe1\xb4\x98\xe1\xb4\x80\xe1\xb4\x9b\xca\x9c\xca\x8f \xca\x9c\xe1\xb4\x87\xe1\xb4\x80\xca\x80\xe1\xb4\x9b \xf0\x9f\x92\x9e'
2021-06-06 16:20:19,b'@Jakebos82703638 @july0430 @JosinaAnderson My point this whole time was ATL/ESPN was full of shit saying they had a\xe2\x80\xa6 https://t.co/fWPD5BiTfe',b'EndlessNexus',b''
2021-06-06 16:20:19,"b'@KlaudiaJurewicz @DeeNimmin @AputureLighting @Daniel_Batal So good, right?'",b'lilafromyoutube',b'YouTube'
2021-06-06 16:20:19,b'@nichayoon I wish you a good sleep so you can pass the stage 3 well. \xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbb',b'seungwanoir',b'\xf0\x9d\x90\x91\xf0\x9d\x90\x94\xf0\x9d\x90\x8d \xf0\x9d\x90\x81\xf0\x9d\x90\x98 \xf0\x9d\x90\x80 \xf0\x9d\x90\x85\xf0\x9d\x90\x80\xf0\x9d\x90\x8d.\xe3\x85\xa4 \xe5\x88\xb9\xe9\x82\xa3.'
2021-06-06 16:20:19,b'@WojoIsHere Good morning',b'tricksync',b'Idk \xf0\x9f\x87\xb5\xf0\x9f\x87\xb0'
2021-06-06 16:20:19,b'@tchedds @SaskRyanomite What a great program. It\xe2\x80\x99ll help so many people. Good on this young lady for speaking up an\xe2\x80\xa6 https://t.co/6GDDL0SLmg',b'TyWilly11',"b'Saskatchewan, Canada'"
2021-06-06 16:20:19,"b'@HellBentVet Sending prayers and every good wish your way,  HB. \nPlease reach out if I can be of any assistance. Seriously.'",b'karenhasteROCKS',b''
2021-06-06 16:20:19,"b""@ImAssassin7 @hodlvolk Yes, it's indeed very good/excellent as compared to other places. A dedicated cycle track si\xe2\x80\xa6 https://t.co/HJeuEIUW5L""",b'00chandigarh00',"b'Chandigarh, India'"
